entry_word,synonyms
bobinë,"masut, gjep, boçë, bokëçikrik, rr otkë,"
rrotëz,"(përi), rrotull, makara, mbështjella"
"rodhan,",vrangull
bobo,"bubu, pupu, oh: obobo, ububur"
bobol,shik carac
bobolak,shih rrumbullakosur D
bobole,shih rtyli shih topolakë
bobolesh,Krahiri shili kakaviç
bobotë,shih qull
bobotij,bis shih qaj
(ë,vogël)
bocman,nostrom st
bocun,krahin shih daniixhërie (e vogël
boç,"ulli (kokërrmadh, vajës)"
boçe,"boçë, burbuqe, frut (bimëshj: rupizgë,"
"kablesh,","bloçkë, loçkë, vezë, krahin lomçkë:"
topth:,qeskë: shih gogël: shih: gonxhershik 1
Jëvorë:,"shih Koçan ( misri), misërishtes shih"
bobinë:,"e verdhë veze, vezë syze: shih lëmsh:"
"lule,",zbukurim ( vëna ) shih fikth
boçë,shih boçe
boçëborë,shih lulëbore :
boçkë,"shih kokërr, qepë deti Shi 'kokërrmadh"
bodecishih,thumbac: shih hosten
bodecë,shih turjelë
bodrum,"qilar, ahur, katua, haur vjet, jerevi,"
"bimsë,",krahin burg: vjet shih burg
boënë,shih vërshimi shih përmbytje vë që
bof,shih brof E e
bogël,shih pemëz -
bohçallëk,"vjet shih, dhuratë: shik bohçe"
bohçe,bobçallëkë shih përparëse OO
bohorritem,shih sorollater
"bojalli,",shih ngjyra-ngjyra
"bojalli,",shih shtathedhur
bojargjend,shih argjendtë (1)
bojatis,"shih lyej: vjet shih, ngjyej: shih"
ngjyros:,fle bis shih zbukuroj: bojatiset
shihltyhetj,shih: ngjyhët: shik NgJYTOSEL
bojatisjë:,"shih lyerje: shik pgjyerje, SH"
bojatisur,"Qi ) Shih, iyer Gi shik h ngjyer G"
shih,ngjyrosur (1) ma
bojaxhi,"lyerës, ngjyrues, ngjyrosës"
"bojë,","shih ngjyrë, bojëra shih vaj: shik çehre 5"
keg,shih fytyrës krahin shih Vrug:
bocë,"shih korrekturë, shih kanë: shih shishe"
bojëmanushaqe,"ngjyrërhanushaqe, ngj tëv"
bollkash,krahinashih poture:: hd
bolloboçkë,"krahin, shih Kokërmadhi sh"
aa, bolloboçkë
bojë,shih shtat:
bojëbizele,"shih bizele, blertë G"
bojëgështenjë,shih bojëkate
bojëgrurë,shih zeshkan
bojëgjak,shih alle
bojëhiri,shih gril:
bojëhurmë,n gjyrëkaki
bojëjeshil,shih blertë (1)
bojëkafe,"ngjyrëkate, kafe, kafenjtë d"
"gështenjë,","Fështenjtë GO bojëgështenjë,"
bojëkashtë,"shih verdhë d), ngjyrëkështë"
bojëlimon,"shih verdhë (i), ngjyrëlimon"
bojëmadh,"bis shih shtatlartë, trapeadh, shih"
nNxirosur,(1) :
"bojëvjollcë,","manushaqe, kani e"
bojëmjaltë,ngjyrëmjaltë vë EU
boj,ëportokall ngj jyrëportokall
bojëshkurtër,shih shtarshkurtër:
bojëtrëndafil,shih trëndafiltë O
bojëtullë,ngj jyrëtullë
bojëvishnjë,"ngjyrëvishnjë, vishqje"
bojkotim,shih mospjesëmarrje po
bojkotoj,Shih braktis  Dj
bokë,"shogëlinë, lëndinë: shih po shih"
"kodër,","gurishtë, jopjellore (tokë)"
'bokël,"shih misëtishte, koçan: shih bobinë"
bokërishtë,shik shpat  Pt ep
"boks,","shihndarë (e), shih koçek ' Kl"
bolbë,bis shih fatkeqësi: shih ngatërresë
bole,vulg shih herdhe: fig shih guxim :
boll,bis shih mjaft: shih shur: shih mjafte dj
bollë,"bollëshardë, sharde, orë e shtëpisë"
bollëk,"bis shih tepri, shumicë: shih begati"
shih,mirë (e)
bollësharde,shih bollë: shi k koçe dr sja
bollëz,shih përdheë: 5
bollgur,"borgull, fërratë, qeshqek, krahin tene: Ni"
Shih,trahana
shëndetshëm,G kd Pt Ke
SE,PES natës RSh: ip he
PE,P NS ste si pëR pes Shrani Shë AA përmes zi Shq oj mv Sër ra Ser dp prinë pë
aty,"nga viti 1907 dhe të shohë dritën ë botimit e të mbushë, qoftë edhe ja: porse"
një,"zhezëti aq të ndjeshme për çdo shqiptar, shqipfolës ë dashamir të shqipëse"
Gjatë,hartimit të këtij fjalori është trëgunr kujdes 1 veçantë që në radhë fë: parë të
hëtahën,dhe të jëpari shhonimei e ndryshime të fjalëve dhë shprehjet e baras vlershme
më,"to, Linda është vjelë padyshim në radhës të parë-nga Fjalori j Gjuhës së Sotme"
Shqipe,"K, LER ngu A Hjalorë 1 të jë dygjuhësh shë nër gdo vepër njetër e"
"vështirë,",fjalorin e ë presin dhur plotësimet të hme plotëviriië që
do,të bëhën të mundshme nga një vjelje shumë më e gjerë e më sistematike sesa kjo
që,"rritëm të bëjmë në, No jemi të vetëdijshëm se sidomos fusha të tilla të veprimtarisë"
"gjuhësore,","si ata që lidheni: më gjuhët e specialiteteve të ndryshme, në radhë të parë"
aja,"e mjekësisë, ëcilanë: një mënyrë ose një tjetër dhe: herët a- vonë intëreson çdo"
folësi,"të gjuhës sonë, 'poredhe fjalët edushave tabu e eufemistike dhe të gjuhës valgare"
janë,përfaqësuar në një masë deri:diku të mangët në fjalorin e'pranishëm Kjo ka
"ardhur,","së pari, nga mosnjohja e mjaftueshme e fondit leksikor të këtyre fushave prej"
nesh,"dhe, së dyti, nga njëfarë ë druajtjeje që ka ende ndër në:për PROTECTED13 afruar në masënve"
duhur,"vës Fushave 6 Amen të përdori imit të E gjuhës sonë, megjithë nevojën e e"
ndryshimeten,mëdha a qi ë skanë E -ndodhu ur rnë sht ërinë to nloemeialoëtë tiinet t snësuësit
ecedukatës,seksualë e shumë eshumë të tjerë kanë nevojë të ngutshme:për të përdorur
në,"komunikimine tyre të përditshëm metë sëmurët, nxënësit e të interesuarit e tjerë"
-fjalë,sinonime të: Këtyre: ft ARE dukë MOS S KShUE të: pare orar atë valgare që: do
njohin,"të: gjithë, ' Q get tei S ht TET dbe E,"
Njëkr,Her ër i gjes për ne' ka qënë marrja gjithmonë si rudhërëtjese Gi jalë lës
shqipes,K
Sistëmat,ikishtn me: referimi: te A J al a shqipe grue më N edhë kët alë përkatëse gips
është:,e ae pë nuk kal VATE ave Mandi t E qertonsë përfshirjave fjalëve të
misë,të: balishëomonhi të koi për s shimë:e ishumë a arsye  stilistikë a: ektiptimote nga
folësit,"e gjuhës sonë, dhe ata kanë të drejtë:të kenë informacionin e duhur për fjalët"
gjegjë,"ëse në: katë gjuhë: Së dyti mel vep rëshërjene e PR me: referimi te od at Shqipe,"
"vënd,",ehe të pesapdjovorikëtisht gjegjeseis tyre: shqipe: E përikëtë: papë
fjalë,të huaja si rregull muk janë: përfshirë në vargjet siflonimikë: Prafnëhështje është
shprehur,dëshira që përdorimi i tyre të vijë dukeu trudhtir dheme kohë mundësishtitë
-ihënjanohen,krejt: Me këtë hap dhe me'qëridrime:të tjera si kyrkemi: synuar thubëjmë
jehonë,"shendimevë: të Eqrenr Çabejt (Për pastërtinëre: gjuhës: shqipe, Gjuha Sortë,"
4981,fi 36v 7 për të: Përdigar gjuhën shqipe: meielemente të gurrës vetjake dhet për ta I
bollshëm,(i) shik mjaftueshëm (1): gratshëm J bosti shih purtekë 8
"(1),","shih shumtë (1): shih begatshëm G): shih I bosh bis shih zbrazët (i), shlëvëndur 6) bis"
gjerë,"(1): shih mirë (1) tytë: kakrruk, kërnalle, shkretë (1), pa gjë:"
bombahedhës,"Shih granatahiedhës  : I thatë (i), zbrazur (i), pazënë (i), lirë 9,"
bombahedhëse,"shih granatahedhësë 1 -gollë, bis hon, fyt: fig shik kotë (1): bis"
bombardoj,"fig shih mbys 0  zbrazët, zbrazur, litë, bis: tyt, xhanxhin,"
bombastik,"shih bujshëm (1), fryrë G  kallam, kufkë, firë, dakull, ZgTOP, zgrof,"
bombastizëm,shih fryrje 0  Gakërr( dhe fig ps fig shih kot: shih huq
bombë,"kumbara, (vjet): shih predhë: granatë boshatis bis shih shkrënd, çmbush, liroj,"
fig,"bis shih goditje zbraz, boshatisem bis: shih shkrëndem,"
bon,"shih mbars i   -lirohem, zbrazëm"
bonifikim,përmirësim 1 boshatisje bis shih Zbiagjë: ' I
bonifikoj,"përmirësoj) boshllëk bis shih zbrazëti, zbrazëtirë, fig"
bonjak,"shih jetim 5 golle: shkëputje, ndërprerje, mungesë, metë"
bonjar,shih jetim shih lypës i K (ëjshik pikëllim 1
bonjëf,"shih papërtuar (1) posht 'gyp, drugë, mbështjellës: aks: shtizë:"
bonjëri,"shih ëmbëlsirë 6 vijë: shtyllë, strumbull, strumbullar, thith,"
borak,"krahin shih borës:  ada al Qepër (mullari), shih kryesor"
borboçinezë,"shih guaskë (deti)   ( boshtër shtogër, fyshtër, trishull, shtog i tegër,"
borbolec,krahin shih koshëz 1 krahin hyshtër e
bord,shih kuvertë (anijeje) i i 1 boshtivan shih tërthorëse
borde,"shik çarë (e), shih vrimë 5 L boshtor shih kurrizor"
bordel,kuplara (bis ) shtëpi publike '  J bot bis shih dikush '
bordero,listëpagesë: shih inventar ne L bot bis shih pareshtur
bordullak,"molldragë, UJ botësshih shtambë: vë"
boreal,"shih verior Dotë rruzull, Tokë, globi: dhen: e pidëtsi bis:"
borë,"dëborë, fryjë, frulli, fërfellizë, bryrrishtë, d dynja: dynjallëk, alem, njerëzi, 'hallk, vjet"
"bufnjak,","brazimë, pjalm, miellazë, krahnezë, I shekull: dikush, të tjerët, Shoqëri: mjetë,"
krahin,"klitë: shih akull: shik shumë,  J rreth: jetë: Fig-shih mbretëri -"
borës,"zog bore (dimri), borak, zborak, I botë, shih argjilë"
"zborakës,","dimërak I ës Në botëbardhë dhebardhë, Kaishte SE"
borgull,"shih bollgur - Hë ar, e në san 1 botëkuptim ishih'mendësis Shih: ideologji:"
borgjezi,kapital (bis) Ka R J botëkuptimor' shih idediogjike si shih filozofik
bori,"buri, trumbetë, trombë, bis shihe gyng: J botëkuqe: dhekuqe"
borigë,shih pishë Kë E I botërisht shih haptas Po SE
"borimë,",shih llohë ve ka ke shar u botëror përbotshëm OO mbatënjerëzor: shih
"borimë,",shih anëse  ndërkombëtar 55 tia 4
TJ,"botim shik libër, vëllim, shih shpallje, vjet"
borizari,"burizan, trumbetar"
bormë,shih shpatull (ulliri ) 8 Farka pa - lajmërimi ov
boro,krahin shih komo: si onë J botinë shik moçal: E
boronicë,"shik qershizë, heshin qershigë botoj nxjërr, qis:' shty, rij -"
borxh,"hua, debi, detyrim, vjet: detyrë J botohet shtypet, sheh dritën: (e vr cel"
porti,"huamarrës, debitor, njeti detorës, Je (nga shtypi, në qarkullim): bis: duket: : I"
CTYTS,"I I botor ublik, 'përgjith hë"
borzilok,"sefergjen, krahin: Blzigeki saa përbotshëm ( (1) 1 së SE Ke Vj e"
borrokoç,"shih viç: shih mëzat, dem N 1 botues shtypshkrues ( vjet je"
Dosk,shih shyt pi i bezhor shih pëlikani u dal
bostan,shih shalqi e 1 bozhure shih lulegjak: shih vertet () (tokë) u
bestanor,"shik kungullor' mn brac bis, shih-v  7"
bostanxhi,"bis: shih kopsht shih perimëshës 1 braci bis, shih vjedhje Qepë epsh s"
bracoj,bi
brahon,k ki ahin shëre çerep
brajë,shih xhungë Që
brakesha,shih brekushe (të bardha)
braktis,"largohem, iki: harroj, lë vetëm:"
"bojkotoj,","heq dorë, bis keq 1) këndoj"
"kollofruthin,","(1) bëj naftën, (1) kall qimen,"
(e),"bëj lanet, (ia) var, lëshoj, lë mënjanë (pas"
"(Shpatullat,","shpinën, kurrizin), lë në mes të"
në,"llum, në baltë), hedh (rrëzoj) në pluhur"
braktisje,"largim, ikje, lënie: dorëheqje: lënie"
pas,"dorë: harrim, kthim krahësh, mohim"
braktisur,"Gi, e) lënë (i) (vetëm, pas dore,"
"mënjanë),","papërfillur (Op Harruar, ( shih"
Shkretë,"(i): shih djerr,"
bram,shih fundërri: shih: shtradh: shih zdralë:
"brambull,",shih burishtë
"brambull,",shih vrull
brambullij,shih bubulon: fig: shik llomotis:
brambullimë,bubullim: Shih zhurmë
brainbullitës,shih bubulak :
brambullon,shih bubulon: shih zhurmëron
"bramë,",bramcë shih zgjyrë
bramsh,"shih lëmsh: shih muf, shih kokavië,"
kombisht:,shih vocërrak: shih çapK
branar,shih pakujdesshëm (i) -
branë,shih lesë: krahin shih ortek: 'gomarez:
shih,zvarrë
branim,shih lesim Në ve
branoj,shih lësoj: branohet shih jesohet
brashnjar,shih mballomatar: shih varfër G:
keq,shih ryshfetçi
brashnjë,shih shkarpë këpucë k shih
bravanak,shih kllapë (shuli p E
bravar,shih bari
bravare,shih kope ( dhënsh ) Pë
bravë,kyçenicë: krahin shih shul 1 (porte)
bravo,shih (të) lumtë
bravos,bis shih kyç -
brazdësshih,"lehe, vllajë, vazhdë, hulli, 'hullim,"
"trap,","vijë, shpor, zagën: shih rrudhë, nu 8 shil"
brazdim,shih hullim
brazdoj,"shih hap (bëj) brazda, pall shih"
brazimë,Shih brymë shih borë
bre,shih ore: të i
brejë,shih gangrenë
ka,"1 brejtës brejtar, gLTYES Që"
at,(brejtje gërryerje: ron GJISJeS ter
Db,brediure shih paukapik
bredh,çam ka tyr
bredhi,"bredhoj, bredhërij, endëiti, përendem,"
mas,"rrugët, mbes rrugëve, kapistallem,"
"livadhis,","fig ntoj, çobanoj, fig bis kullos,"
bis,"sorollatem, hallakatenr, arrakatem,"
"hallavitem,","arratisëm, bubërroj, gjezdis,"
"vozis,","rravgoj, trapis, kërkoj: tuhatëm"
krahin,"zabërhanis, sallahanis: vjet sallais:"
shih,"jepem, rend, vrapoj: shih kërcej:, shih Në"
shëtis:,shih hedh (sytë): v HI Shik Kpasoyroj
bredhacak,shih endacak :
bredharak,shih endacak -
bredhishtë,"breshtë, çamishtë pt"
"vërtitje,","shfrim, livadhisje, rravgim: shëtitje,"
bis,gjezdisje: shih pasqyrimi shih fendjes
bredhoj,shih bredh '
bredhtë,"(i, e) Shih çamtë GS"
"(1),","gjezdisur (1), luajtur (1)"
brefotrof,vjef shih jetimore
bregale,shih kodër 0 2 Në i
bregaloj,shih rrokullis Se
bregalumas,"analumas, lumarak"
bregc,zog blete
bregcë,shih gargull
bregdet,"buzëdet, anëdet: E"
bregdetar,: shih bregdet it p
anëdetas,IN
bregël,shih kodër
breginjë,shih bregishtë
bregore,shih kodër e Et gjegë
brej,"gri), grimcoj, shëroj ronis, sha, gërvej Dë"
"gërzis,","gërmis, skërmis, harmoj, krahin:"
-hallmoj:,shih nduk: v HI shih kruhet: vl
shih,shkarton: shih mundon: brehem shih
"grindem,",shih vuaj: v LLI shih h konsumohet 2
brejtar,shih brejtës mu
brejtur,"(i, e)"
brejtur,"(i, e) p përryer (1), ngrënë (1), grirë GO"
vonitur,"(1), gruncuar D, harmuar (i), krahin"
hallmuar,(1
brekë,"bis mbathura të), mbathje, nja (të),"
Paana,"(të), shaloke"
brekçjerrë,bis shih brekëgrisur
brekëgrisur,"bis brekëç çjerrë, brekusheçjerrë,"
"brekushegrisur,"," potareçjertë, poturegrisue,"
"bythëçjerrë,",bythëgri isury Shih treckosut ai)
shih,varfër (1) oo
brekëzi,bis shih br ekushëzi
brekore,shih shpargër i
brekushe,"brakesha, poturë, kofsharë"
brekusheçjerrë,bis shih brekëgrisur
brekushegrisur,bis shth KOS
brekushezi,bis shih brekëzi
brelise,shik qukapik: AJ B :
brenda,"në: përbrenda, brendapërbrenda,"
"-brendazi,","në brendësi, thellë, për SE"
mbyllur,Presh kit
brendafisnor,"shih FiSHOr: çë ati ras,"
brendapërbrenda,shih brenda e E
brendazi,shih brenda N E ta pë
brendës,shih brendshëm (1): e
brendësi,"brendi, përmbajtje, thellësi, Fig"
"frymë,","thelb, palcë, zemër, ,brendësirë,"
brendshme,(e) APET fyes dert
brendësirë,shih brendësi nts DJE gë
brendi,shih brendësi: përmbajtje s'
brendshëm,"(i) thelbësor, shpirtëror: intim,"
"vetjak,","përsonal: shih organik, brendës dd"
brendshime,(e) shih brendësi: pë
brendshme,"(të) bardha (të), ndërikën lëverë, si"
"linjta,","((të: përbrendshme, (të), angërr, i"
"rropulli,","përbrendësa, përbarkje, plaçka, '"
"smuqth,","plimëra, qarkje, zbariqe, zorrë, bis"
"shkëf,","bis keq: Zorrovina, krahin shkota, 1-"
vjet,xhigër Në Sen) i
brendshmi,(së) nga brënda: që brenda
brenë,shik shufër: shih shtagës ' 8
"brengë,","trishtim, vuajtje, mundim, hidhërim, 3"
"pikëllim,","vajtim, shqetësim, keqardhje, ' i"
"lëngim,","këputje, rrushkulli, YJigkryq, 1"
"lëngatë,","plagë,: plagomë,: guri hidhësi, -"
"hidhësirë,","hidhëti, vrer, fig bis qederosje, E"
"leqendi,","bis sëkëlldi, sëndisjë, maraz, duf, 1"
Na,py te e
"xanxë,","kasavet, krahin-zhol: shih: hall:"
"brengë,",shih difteri: shih fig: Xhungë:
brengë,"thiu shih ferrëmi,"
DR,AT
mm,Së shme eri ri ma ei mirët e pes '
Ni,rim dm md mt imin ëm mg ri nt e dë arinë ma name epsh OT R e sm e pë
brengë,ëmadh shih hallësnadh set
brengëshumë,shih halleiriadh 0 14
brengos,"shih shqetësoj, shih hidhëroj, shtjë"
në,"leqeridi: brengoserti shih shqetësohem,"
shih,hidhërohëm
brengosës,shih shqetësues: shih keq G-
brengosje,"shih vuajtje, zymtësi:"
brengosur,"(i, ) shih hidhëruar (1) shqetësuar 6)"
"brerimë,","shih rtebesh, shi i madhi: shih"
thëllim:,shih zhurmë (shi u) Ke
"brerimë,",shih rrëshqitës shkarëzimë
breron,"qëmton shi, shinon :"
brerore,"aureolë, kurorë, lëmë,"
bresë,shih radhiqe:
bresharak,"shih breshër vë,"
breshër,"bresharak, brëshni, btëshërimë,"
"breshnizë,","krahin kokrtizë: fi 8: shumicë,"
breshëri:,"shih shumë, dëndur"
breshëri,shih breshër: batarë: shih Fig: stuhi
breshërimë,"shih brëshërs shih brerimë,"
shkarëzimë:,shih shkoqitur Kë pak ko kre TA-
kokrra,e
breshëron,bië breshër prë së tg 4
brëshk,"breshkan, breshkë PA"
breshkare,hist Shih mburojë sifeqë ngë
breshkëz,"shih stërkungull:: 'mëllë: Pultungë,"
ndërgishtëz,Dë sht ts
breshni,shih brëshër  kivi Spoti e
breshnis,shih thërrmoj: Preshmiset shih
thërrmohet,4 0-' i Fetë bee
breshnizë,shih breshër: shih kokrrizës ng
breshnohet,"shih ngrin,  shih ih ngurtësohet: fe"
shih,nguroset   S
bresht,shih thjerrëz: pët ks je
brështak,Shih breshtë 6): S Të Ad
breshtem,shih egërsohemi: shik n ngri
breshtë,Shih bredhishtësie:ei:
bi,"eshtë Gi, e) shih Ke De S ip 4  hendutr"
"bretk,",zhaban: A
"bretk,",Shih kryqe Pi
bretkosë,"zhabë, krahin: Kakëzogëz ki"
brez,"ITiP, ndrizë,  praqe:: shokë, ni diraëe"
Qemer:,"Zonë, renie J"
"femi,",pot
Pk,"venillere majeres i T kadh 1eS, Në"
Pë,dë sti shih: Fohteashe shih pilë:
brezahypthi,I
brezahypthi,shih kaluarthi
brezar,brezor: shih tripa-tripa
brëzare,shih brez
brëzarojas,shih kaluarthi
brezëmbrek,shih ushkut al
brëzhombur,"shik humbur (i), trashë (1)"
brezlëshuar,shik hundëlesh
brezni,shik brez
brezort,shih brëzar
"brezore,",shih brez
"brezore,",shik revole: shih Këmishë
"bri,","përbri, pranë, në anë, shih afër, përgjatë:"
"bri,","muz bobël: rrezes,  hundë ë (vapori shih Pë,"
"ballësor,",balluk ( djepi 1
briartë,shih sorkadhe
Dritë,shih strall
bridendur,shih katërbrirësh
bridredhur,shih bripërdredhue
bridrejtë,"brikaprolle, bripërpjetë"
bridullë,shih biçak
brigje-brigje,"kodra-kodra,  shitë gunga gunga"
brigjër,shih ashe
brihalë,shih brihell
"brihellbrihalë,","briheshtë, prkacor nbrikapol"
briheshtë,shih brihell
brijanac,euf vjet shih gjall
brijohem,shih hakërrohërit
brijor,shih brirtë (1)
brikacorr,shih brihell
brikaproll,shih brihell
brikaprolle,shih bridrejtë
brikeqë,shih brishtrembër:
brikoç,shih brithyer: ' s e 1
së,"5 tersi I brithyer briçe, briksç: këruë, Ko"
OJ,brizoj shik pastroj Ps SS N
ei,1 broçkull shih gjepur sht tu hë ri
Dë,EJ Drof shih Ççohem:  për ai E E
PR,brogsë shih xhufkës: ce: vr
brohoras,"brohoris, përshëndes, hërrës, Në"
brilant,shik diamant -
brimadh,shih pandërshëi Q:
briniadhe,shih përdalë (e)
brimajë,krahin shih cergë K Në Et 1
brimë,shih vrimë E Skst
brimoj,shih shpoj: Fi 8 shih gjurmoj
brimore,shih qepshe: da
brinanë,shih anëse më da d në
brinoke,shih kërrutë:
brinor,shik brirtë Ge E ajet Meje
"brinjas,",brinjazi Shih ënëshe pjëtrtas:
"tërthorazi,","Kithi (së), këlliç,: kërthazi,"
Shkarthij,shih përciptas: shih cingële
brinjë,"ijë, krahi 8 Pjerrtësi, rrip"
shik,anës shih shpatë (samari):- katet
brinjëdalë,shih dobët (1) OT
brinjëjashtë,shih dobët (i):
brinjënjëshëm,shih I) ës st vrekëndësh )
brinjohem,shih anoji
brinjoke,shih brinjorë
brinjore,brinjoke dë
bripërpjetë,shih bridrejtë
bripërdredhur,"bridredhur, shih kokërortë,"
brirtë,"(i, e) brinor, brljor '"
brirth,"prekël, antenë"
brisë,shih: gangrenë
brisk,"shih biçaks shih mprehtë by shih akull,"
ftohtë,(1): shih shumë 5
briskpavënë,"njomë (i), ri G, adoleshent:"
brishtë,"(i, e) thyeshëm (i), thyeç: gjere :"
(1),"shëndetlig, hollë: (1), dobët' 1): njomë"
"(1),","ndjeshëm (1), prekshëm G), bis naziks,"
pathemeltë,"(1), paqëndrueshëm G kotë 6)"
pershtup,( vit): së
brishtësi,"thyeshmëris thërfrhueshmëri,"
"delikatesë,","njomësi, poet njomështi:"
brishtoj,shih' 'thërrmoj:: sshth' gërmoj:
brishtohet,Shih thërrmohet SHT
brishtrembër,brikeqe (dhi)
ko),"britmë thirrur (e), klithje, 1 bërtitur (I,"
"gërthitje,","gërthitur' (e), grahmë, thirrjë,"
SN,"sokëkimhës sokëllitjës, çjerrë (e), çirrmë,"
SHJIg,"keq: pëllitje, pëllitur: (ë),"
së,"Je fis keq hingëllimë, krahin vigmë, vikamë,"
brith'shih,çibani:
miratoj,' E
"brokë,",shih xhungë: shih pullë
brolle,shik këçan: shih lëvore
bronke,"zgerdhë, Kë"
bruç,shih bubuzhel:
brufullak,shih fryrë dt topolak
brufullon,shih gëlon: shih Shpërthen
brumaç,shik bubuzhel U
brumanik,shih byrek i Shi
brumbull,"bajgush, vushë, kacibu plehu,"
krahin,gomarez: bjerraditës ui
brumbull,shih plot
brumbullin,"zhuzhin, brumbullon"
brumbulloj,"shih brumbullin: Shik mbush,"
shih,grambulloj
brumç,krahin shih shëndoshë ( 6: shih
shëndetshëm,(1)
brumë,fig shih përmbajtje: shih lëndë
brumëgatues,brumëtar
brumëgatuese,"bruëtore, SAUOS:"
brumës,shih butë (1)
brumëtar,shih brumësntius
brumëtore,"shik magje, shih brumëgatiiese"
brumëzoj,"shih zbruj, squll: Drumëzohet Shih"
"Zbruhet,",squllet
brumëzuar,"(i, e) shih squltët 0"
brumim,shih brumosje
brumje,shih squllët (i)
brumoj,shih brumos: brumohem shih
brumos,"mbruj, brumoj: fi T edukoj 1 mësoj,"
pajis,"me, ushqej, gatuaj, mëkoj, mënd, I"
"formoj,","përgatis, rris kalis: brumosem"
"mbruhem,",brumohëm:
brumosje,"brumim, mbrujte formim, përga"
brumosur,"(i, ) fërmiuar: G, fe Ig gatiar O po"
Tritur,"(1), përgatitur (i): kalitur QO"
brurashëri,(i) shih zbrujtur (i)
brumtë,"(i, e) mbrumë (i):: zbutur dy"
DR,E
brumëzuar,(i): shih fryrë GO R
brus,shih mbush
brus,"shih plot: shih mbarë,"
brusni,shih shumiçë'
brushë,shih furçë
brushmë,"(i, e) shih athët GJ: shih srëshpës G"
"brushtull,",figi shih mbushur Ed shih
"edukohem,",1
"ushqehem,","mëkohëm, 'gatuhem, rritëm,"
bubullimë,"gjëmë, gjëmim nd na,"
NE,bubunjëz shih lyth Jesh Beka
buburiskë,shih bulë: krahivi: shih xixëllonjë
"brushtull,",shih urth
brutal,shih ashpër d
bruto,shih papërpunuar 0
bruztë,"(i, e) shih kaltër (1), blu i"
brydhshih,"zbus: shih shketëzoji, prythet shih"
bfishtë,(i): shik ngathët (6)
brymak,shih vjeshtuk Dj
bryme,shih thinjur (1)
brymë,"brazimë, mardhë, vesë, krahin çati"
"brymës,",shih nëntor
"brymës,","kuqo, Kuqal, Kalë i kuqi  shih"
kuqërrëmë,Që ae
brymishtë,"shih borë,"
brymor,shih nëntor --: T
brymtë,"(i, e) shih përhitur G: shih sl Go"
bryth,shih urith cati
bu,vu: shih bah Pd ea Pa së -ë
buacë,Shik buallicë në
buall,shih kacadre
buallës,shih kokërmadh:
buallicë,buacë:' SETE Pa
"bubë,",shih krimbalesh: shih t Ira: shih t morr:
shih,zhapi
"bubë,",shih gogol: shili dordolec
bubël,shih kokë :
bubërti,shih çikërrimë
bubërrij,shih bubërroj -
bubërrim,shih çikërrimë gen së meat
bubërroj,"shik çmotris, çmorriteim: shih"
rrëmoj:,Shih Qqëmtoj: shih: mgacimojj shih
"bredh,",sorollatem: Shih: murmuris
bublishtë,shih Shkurte
bubrekshih:,veshkë
bubu,"shih bobo vasha, PN"
cJeshtë:,( trashë Me
buburit,"v 777 shih ziej, shih gumëzhin -"
buburizë,shih bulë: shik mollëkuqe
buburret,kacabu: shih milingonë: shih
fultërëz:,shth shkurftabiqj shih vocërr Qi
bubutij,shih ulërij: shikoshtin
bubuzhel,"bruç, brumaç, gogozhel"
bubuzhelem,shik: fëlliqem ':
bubuzhingë,shih zhuzhin Be
bucak,shih kanë e
bucelabërës,bucelar  gn
bucelë,"buri, krahin brinjës shih kanë: krahin"
cumër,n vë et
bucem,shihndëshem ' -
bucë,"shih plis, shih top ( dëbore ve"
"buç,",krahin shih xhungë bat
"buç,",krahin shih gjarpër ha
"buç,","shih buçko  E PEME dë, 7 Adr"
buçatem,shih fryher
buçe,shih bushtër: shih vjkonjë: vuag shih
buçet,shih kumbon: shih v nm gjëmoj: shihv VI
LI,pëlcas: shih vërshon: shik v II valoj
buçimë,"gumëzhimë, uturimë: (veshësh)"
"bulurimë,","buçitje,  vrumbullimë,"
te,"vrumbullitje: shih bubullimë: shih gjëmim, I"
"bujë,",shih krismë K Hë hi
buçitës,shih kumbues ja
buçitje,"shih buçimë:, shih shpëtim"
buçkamadh,shih buçko i
buçkan,shih buçko :
buçkaran,shik buçko: J
buçkatis,"shih rrah, Duçkaritem shih fyhem"
buçkë,shih buçko jj
buçko,"buçkan, buçkarën,1 buçkë, buç,"
"buçkamadh,","rrumbull,rumbullak, pupulak, I"
mbushur,"(i), topolak, poç, bis: vlopësi shih"
shëndetshëm,(i)
buçkoj,"shihçel: shih bulëzon,"
buçuk,"shih karroqe,"
budalla,bis shih metë Ki shih trashë 0
"budallaqe,","budallaçkë, bisshih metë 0,"
trashë,(e)
budallallëk,"bis gomari, gomarllëk, hajvanllëk: : bujari, shih fisnikëri,"
Shih,"marrëzi, srmënduri, idiotësi, broçkulla,"
"gjepura,",proçka
budallallos,bis shih matufos: sbudallalosem
shih,matufosem
budunar,shih trung: shih kë Y dyshemeje TA
"buf,","hut, hutin: fig keqs shi plogët G): shih 1"
pa,E
ko,py
Si,"E Pa P,"
"storollak,",trashë Da
bujanë,shih pellg  pt Në ten Ni AA
"bujar,","dorëçelur, dorëgjerë, dovëhiniur:"
"buf,","r bullafiq, pbufala, beat për buzhel,"
shih,trashaluq:
bufalaq,shih buf
bufe,shih dollap: shih raft: shih lokal G vër të
ngrënë,"ë për të pirë), koktej Pj"
